WigleWifi-1.4,appRelease=2.26,model=ONEPLUS A3010,release=7.1.1,device=OnePlus3T,display=ONEPLUS A3010_28_171012,board=QC_Reference_Phone,brand=OnePlus
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-47,32.106367199999504,35.19630469999981,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-72,32.106367199999504,35.19630469999981,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-72,32.106367199999504,35.19630469999981,0,15.313780784606934,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-55,32.106367199999504,35.19630469999981,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-67,32.106238259999536,35.19726631999982,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.106238259999536,35.19726631999982,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.106238259999536,35.19726631999982,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-66,32.106238259999536,35.19726631999982,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.106238259999536,35.19726631999982,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-44,32.106238259999536,35.19726631999982,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-82,32.106238259999536,35.19726631999982,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-72,32.106238259999536,35.19726631999982,0,15.313780784606934,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-55,32.106238259999536,35.19726631999982,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-67,32.10617378999955,35.197747129999826,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.10617378999955,35.197747129999826,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.10617378999955,35.197747129999826,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-66,32.10617378999955,35.197747129999826,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.10617378999955,35.197747129999826,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-44,32.10617378999955,35.197747129999826,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-82,32.10617378999955,35.197747129999826,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-72,32.10617378999955,35.197747129999826,0,15.313780784606934,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-55,32.10617378999955,35.197747129999826,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-67,32.106087829999574,35.198388209999834,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.106087829999574,35.198388209999834,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.106087829999574,35.198388209999834,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-66,32.106087829999574,35.198388209999834,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.106087829999574,35.198388209999834,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-44,32.106087829999574,35.198388209999834,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-82,32.106087829999574,35.198388209999834,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-72,32.106087829999574,35.198388209999834,0,15.313780784606934,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-55,32.106087829999574,35.198388209999834,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,32.1059803799996,35.199189559999844,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-70,32.1059803799996,35.199189559999844,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-63,32.1059803799996,35.199189559999844,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-66,32.1059803799996,35.199189559999844,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.1059803799996,35.199189559999844,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-46,32.1059803799996,35.199189559999844,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-70,32.1059803799996,35.199189559999844,0,15.313780784606934,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-55,32.1059803799996,35.199189559999844,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,32.10591590999962,35.19967036999985,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-70,32.10591590999962,35.19967036999985,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-63,32.10591590999962,35.19967036999985,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-66,32.10591590999962,35.19967036999985,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.10591590999962,35.19967036999985,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-46,32.10591590999962,35.19967036999985,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-70,32.10591590999962,35.19967036999985,0,15.313780784606934,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-55,32.10591590999962,35.19967036999985,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,32.10582994999964,35.20031144999986,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-70,32.10582994999964,35.20031144999986,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-63,32.10582994999964,35.20031144999986,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-66,32.10582994999964,35.20031144999986,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.10582994999964,35.20031144999986,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-46,32.10582994999964,35.20031144999986,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-70,32.10582994999964,35.20031144999986,0,15.313780784606934,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-55,32.10582994999964,35.20031144999986,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,32.105722499999665,35.20111279999987,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.105722499999665,35.20111279999987,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.105722499999665,35.20111279999987,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.105722499999665,35.20111279999987,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.105722499999665,35.20111279999987,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-45,32.105722499999665,35.20111279999987,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-66,32.105722499999665,35.20111279999987,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,32.10570100999967,35.20127306999987,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.10570100999967,35.20127306999987,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.10570100999967,35.20127306999987,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.10570100999967,35.20127306999987,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.10570100999967,35.20127306999987,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-45,32.10570100999967,35.20127306999987,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-66,32.10570100999967,35.20127306999987,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,32.105636539999686,35.20175387999988,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.105636539999686,35.20175387999988,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.105636539999686,35.20175387999988,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.105636539999686,35.20175387999988,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.105636539999686,35.20175387999988,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-45,32.105636539999686,35.20175387999988,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-66,32.105636539999686,35.20175387999988,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,32.1055720699997,35.202234689999884,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.1055720699997,35.202234689999884,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.1055720699997,35.202234689999884,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.1055720699997,35.202234689999884,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.1055720699997,35.202234689999884,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-45,32.1055720699997,35.202234689999884,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-66,32.1055720699997,35.202234689999884,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-69,32.10546461999973,35.203036039999894,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.10546461999973,35.203036039999894,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.10546461999973,35.203036039999894,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.10546461999973,35.203036039999894,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.10546461999973,35.203036039999894,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.10546461999973,35.203036039999894,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-69,32.10546461999973,35.203036039999894,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.10546461999973,35.203036039999894,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-69,32.105443129999735,35.203196309999896,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.105443129999735,35.203196309999896,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.105443129999735,35.203196309999896,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.105443129999735,35.203196309999896,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.105443129999735,35.203196309999896,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.105443129999735,35.203196309999896,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-69,32.105443129999735,35.203196309999896,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.105443129999735,35.203196309999896,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-69,32.10537865999975,35.2036771199999,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.10537865999975,35.2036771199999,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.10537865999975,35.2036771199999,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.10537865999975,35.2036771199999,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.10537865999975,35.2036771199999,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.10537865999975,35.2036771199999,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-69,32.10537865999975,35.2036771199999,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.10537865999975,35.2036771199999,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-69,32.10531418999977,35.20415792999991,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.10531418999977,35.20415792999991,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.10531418999977,35.20415792999991,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.10531418999977,35.20415792999991,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.10531418999977,35.20415792999991,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.10531418999977,35.20415792999991,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-69,32.10531418999977,35.20415792999991,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.10531418999977,35.20415792999991,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.105206739999794,35.20495927999992,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.105206739999794,35.20495927999992,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-58,32.105206739999794,35.20495927999992,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.105206739999794,35.20495927999992,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.105206739999794,35.20495927999992,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.105206739999794,35.20495927999992,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-72,32.105206739999794,35.20495927999992,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.105206739999794,35.20495927999992,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.105206739999794,35.20495927999992,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.1051852499998,35.20511954999992,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.1051852499998,35.20511954999992,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-58,32.1051852499998,35.20511954999992,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.1051852499998,35.20511954999992,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.1051852499998,35.20511954999992,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.1051852499998,35.20511954999992,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-72,32.1051852499998,35.20511954999992,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.1051852499998,35.20511954999992,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.1051852499998,35.20511954999992,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.105120779999815,35.20560035999993,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.105120779999815,35.20560035999993,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-58,32.105120779999815,35.20560035999993,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.105120779999815,35.20560035999993,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.105120779999815,35.20560035999993,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.105120779999815,35.20560035999993,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-72,32.105120779999815,35.20560035999993,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.105120779999815,35.20560035999993,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.105120779999815,35.20560035999993,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.10503481999984,35.206241439999935,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.10503481999984,35.206241439999935,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-58,32.10503481999984,35.206241439999935,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.10503481999984,35.206241439999935,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.10503481999984,35.206241439999935,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.10503481999984,35.206241439999935,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-72,32.10503481999984,35.206241439999935,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.10503481999984,35.206241439999935,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.10503481999984,35.206241439999935,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-73,32.104927369999864,35.207042789999946,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-72,32.104927369999864,35.207042789999946,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.104927369999864,35.207042789999946,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-59,32.104927369999864,35.207042789999946,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.104927369999864,35.207042789999946,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.104927369999864,35.207042789999946,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-74,32.104927369999864,35.207042789999946,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-73,32.104927369999864,35.207042789999946,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.104927369999864,35.207042789999946,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-73,32.10490587999987,35.20720305999995,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-72,32.10490587999987,35.20720305999995,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.10490587999987,35.20720305999995,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-59,32.10490587999987,35.20720305999995,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.10490587999987,35.20720305999995,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.10490587999987,35.20720305999995,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-74,32.10490587999987,35.20720305999995,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-73,32.10490587999987,35.20720305999995,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.10490587999987,35.20720305999995,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-73,32.104841409999885,35.207683869999954,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-72,32.104841409999885,35.207683869999954,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.104841409999885,35.207683869999954,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-59,32.104841409999885,35.207683869999954,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.104841409999885,35.207683869999954,0,15.313780784606934,WIFI
