Time,ID,Lat,Lon,Alt,#WiFi networks,SSID1,MAC1,Frequncy1,Signal1,SSID2,MAC2,Frequncy2,Signal2,SSID3,MAC3,Frequncy3,Signal3,SSID4,MAC4,Frequncy4,Signal4,SSID5,MAC5,Frequncy5,Signal5,SSID6,MAC6,Frequncy6,Signal6,SSID7,MAC7,Frequncy7,Signal7,SSID8,MAC8,Frequncy8,Signal8,SSID9,MAC9,Frequncy9,Signal9,SSID10,MAC10,Frequncy10,Signal10,
2017-11-01 14:36:50,model=ONEPLUS A3010,32.1039271,35.2067212,35.2067212,6,Ariel_University,1c:b9:c4:15:36:8c,36,-89,Ariel_University,ec:8c:a2:08:a3:28,11,-88,Ariel_University,1c:b9:c4:16:ec:5c,44,-85,Ariel_University,ec:8c:a2:08:a1:38,1,-83,KCG_54,00:25:86:cc:07:b2,2,-80,AUC_54_R,00:25:86:cc:00:f8,5,-73,
2017-11-01 16:12:18,model=ONEPLUS A3010,32.10400453,35.21125733,35.21125733,1,Ariel_University,1c:b9:c4:16:e8:f8,1,-63,
2017-11-01 16:12:19,model=ONEPLUS A3010,32.10401562,35.21128144,35.21128144,8,Ariel_University,1c:b9:c4:16:e8:fc,36,-73,Redmi,38:a4:ed:6b:f4:37,1,-73,,1c:b9:c4:96:e8:f7,36,-73,Ariel_University,1c:b9:c4:16:e8:f8,1,-63,Ariel_University,1c:b9:c4:15:41:7c,44,-61,Ariel_University,1c:b9:c4:15:41:78,11,-60,Ariel_University,1c:b9:c4:15:44:8c,36,-57,Ariel_University,1c:b9:c4:15:44:88,6,-57,
2017-11-01 14:25:26,model=ONEPLUS A3010,32.10436268,35.20456102,35.20456102,1,island-365C30,24:c9:a1:76:5c:33,12,-80,
2017-11-01 16:36:00,model=ONEPLUS A3010,32.10432297,35.20458778,35.20458778,1,Rami Levy,42503_6701_4464096,0,-59,
2017-11-01 15:30:29,model=ONEPLUS A3010,32.1043702,35.21121753,35.21121753,9,Ariel_University,1c:b9:c4:15:ed:48,11,-91,,1c:b9:c4:96:e8:f7,36,-72,Ariel_University,1c:b9:c4:16:e8:fc,36,-71,Redmi,38:a4:ed:6b:f4:37,1,-71,Ariel_University,1c:b9:c4:16:e8:f8,1,-69,Ariel_University,1c:b9:c4:15:44:8c,36,-60,Ariel_University,1c:b9:c4:15:44:88,6,-57,Ariel_University,1c:b9:c4:15:41:7c,44,-56,Ariel_University,1c:b9:c4:15:41:78,11,-53,
2017-11-01 16:58:11,model=ONEPLUS A3010,32.10466081,35.20548953,35.20548953,2,israela_5,a0:4f:d4:2b:11:c2,52,-91,Ariel_University,24:c9:a1:33:34:68,11,-57,
2017-11-01 16:24:15,model=ONEPLUS A3010,32.10345824,35.2088393,35.2088393,4,,00:25:86:cb:fd:f8,9,-90,,1c:b9:c4:92:7c:c7,36,-89,Ariel_University,1c:b9:c4:16:d2:8c,44,-89,Ariel_University,ec:8c:a2:08:94:1c,40,-57,
2017-11-01 14:37:35,model=ONEPLUS A3010,32.10363559,35.20718259,35.20718259,3,Ariel_University,ec:8c:a2:08:a3:bc,52,-84,Ariel_University,ec:8c:a2:26:b0:58,1,-77,Ariel_University,ec:8c:a2:08:7a:1c,48,-74,
2017-11-01 16:57:39,model=ONEPLUS A3010,32.10464591,35.20504031,35.20504031,1,Ariel_University,24:c9:a1:36:51:b8,2,-85,
2017-11-01 14:38:05,model=ONEPLUS A3010,32.10354376,35.20762713,35.20762713,1,DIRECT-F1-HP DeskJet 3630 series,a0:8c:fd:0a:14:5b,6,-91,
2017-11-01 16:24:21,model=ONEPLUS A3010,32.10338743,35.20879383,35.20879383,1,Ariel_University,1c:b9:c4:12:7c:cc,36,-88,
2017-11-01 16:23:52,model=ONEPLUS A3010,32.10372801,35.20889224,35.20889224,7,Ariel_University,ec:8c:a2:08:94:1c,40,-89,KCG_54,00:25:86:cc:07:b2,2,-88,Ariel_University,ec:8c:a2:26:b0:e8,1,-85,Ariel_University,ec:8c:a2:08:78:cc,40,-84,Ariel_University,ec:8c:a2:08:78:c8,6,-84,,8c:0c:90:6e:16:88,1,-82,Ariel_University,1c:b9:c4:16:28:ec,52,-74,
2017-11-01 16:23:55,model=ONEPLUS A3010,32.10368924,35.20889072,35.20889072,5,Ariel_University,1c:b9:c4:16:13:0c,44,-90,,ec:8c:a2:88:94:17,40,-88,Ariel_University,1c:b9:c4:16:28:e8,1,-79,Ariel_University,ec:8c:a2:08:78:cc,40,-79,Ariel_University,8c:0c:90:2e:16:88,8,-79,
2017-11-01 15:17:42,model=ONEPLUS A3010,32.10436884,35.21120966,35.21120966,2,Redmi,38:a4:ed:6b:f4:37,1,-64,Ariel_University,1c:b9:c4:15:41:78,11,-54,
2017-11-01 16:23:15,model=ONEPLUS A3010,32.10411299,35.20919735,35.20919735,1,Rami Levy,42503_6701_4464107,0,-69,
2017-11-01 14:38:15,model=ONEPLUS A3010,32.10349384,35.20770535,35.20770535,2,Ariel_University,1c:b9:c4:16:d2:8c,44,-89,,00:25:86:cb:fd:f8,9,-86,
2017-11-01 16:56:56,model=ONEPLUS A3010,32.10450714,35.20455772,35.20455772,2,Ariel_University,24:c9:a1:33:3d:08,6,-79,,8c:0c:90:ae:f0:d3,1,-63,
2017-11-01 16:22:51,model=ONEPLUS A3010,32.10428565,35.20942973,35.20942973,1,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-87,
2017-11-01 16:23:21,model=ONEPLUS A3010,32.10406105,35.20914314,35.20914314,5,Ariel_University,ec:8c:a2:26:b0:e8,1,-91,Ariel_University,1c:b9:c4:16:1d:7c,52,-90,Ariel_University,1c:b9:c4:16:1d:78,11,-88,Ariel_University,1c:b9:c4:15:fd:4c,36,-80,DIRECT-64-HP DeskJet 3630 series,30:e1:71:0d:e0:65,6,-77,
2017-11-01 14:37:45,model=ONEPLUS A3010,32.1035762,35.20731852,35.20731852,8,Ariel_University,ec:8c:a2:09:86:4c,44,-91,Ariel_University,ec:8c:a2:08:ab:dc,36,-91,,ec:8c:a2:8a:11:97,44,-89,Ariel_University,1c:b9:c4:15:36:7c,36,-89,Ariel_University,ec:8c:a2:0a:11:98,11,-88,Ariel_University,ec:8c:a2:09:84:fc,36,-87,Ariel_University,1c:b9:c4:16:28:88,11,-87,Ariel_University,ec:8c:a2:26:ae:28,11,-79,
2017-11-01 14:25:02,model=ONEPLUS A3010,32.10436408,35.20456039,35.20456039,2,Ariel_University,24:c9:a1:36:56:f8,6,-84,Ariel_University,24:c9:a1:33:3d:08,6,-84,
2017-11-01 16:22:57,model=ONEPLUS A3010,32.10424927,35.20938869,35.20938869,2,GIFTWIZARD_5G,90:8d:78:53:fe:d7,60,-90,Rami Levy,42503_6701_4464102,0,-73,
2017-11-01 14:50:05,model=ONEPLUS A3010,32.10436823,35.21121019,35.21121019,10,Ariel_University,1c:b9:c4:16:e8:fc,36,-68,Ariel_University,1c:b9:c4:16:e8:fc,36,-68,,1c:b9:c4:96:e8:f7,36,-68,Ariel_University,1c:b9:c4:16:e8:f8,1,-67,Redmi,38:a4:ed:6b:f4:37,1,-63,Redmi,38:a4:ed:6b:f4:37,1,-63,,1c:b9:c4:95:41:77,44,-62,Ariel_University,1c:b9:c4:15:41:78,11,-61,Ariel_University,1c:b9:c4:15:41:7c,44,-60,Ariel_University,1c:b9:c4:15:41:7c,44,-60,
2017-11-01 16:23:31,model=ONEPLUS A3010,32.10396989,35.20904927,35.20904927,3,DIRECT-61-HP DeskJet 3630 series,30:e1:71:0d:e0:63,6,-91,Ariel_University,1c:b9:c4:15:1c:bc,36,-89,Rami Levy,42503_6701_4464107,0,-63,
2017-11-01 14:37:53,model=ONEPLUS A3010,32.10350121,35.20743708,35.20743708,3,Ariel_University,ec:8c:a2:09:8e:dc,44,-86,Ariel_University,ec:8c:a2:08:7a:18,1,-81,Ariel_University,ec:8c:a2:26:b0:58,1,-65,
2017-11-01 16:56:46,model=ONEPLUS A3010,32.10440525,35.20453495,35.20453495,1,Ariel_University,24:c9:a1:36:56:e8,6,-75,
2017-11-01 14:38:23,model=ONEPLUS A3010,32.10347322,35.2077653,35.2077653,3,Ariel_University,ec:8c:a2:08:a9:28,11,-91,Ariel_University,ec:8c:a2:09:8c:3c,52,-90,Ariel_University,ec:8c:a2:08:7a:1c,48,-68,
2017-11-01 14:24:26,model=ONEPLUS A3010,32.1043617,35.20456408,35.20456408,1,Rami Levy,42503_6701_4464097,0,-71,
2017-10-31 13:30:09,model=LG-H850,32.10596038,35.10450237,35.10450237,3,BEZEQINT-2A59,14:ae:db:a3:2a:5d,1,-88,Yair,7c:b7:33:2b:d0:45,1,-86,Yulya2.4,c4:12:f5:f6:4f:5a,6,-79,
2017-10-31 13:30:07,model=LG-H850,32.10605263,35.1044623,35.1044623,2,amram,14:ae:db:4d:44:a5,6,-77,drabkin,c4:12:f5:f4:de:7c,10,-72,
2017-11-01 16:22:23,model=ONEPLUS A3010,32.10458976,35.20983391,35.20983391,10,Ariel_University,ec:8c:a2:26:d3:68,11,-91,Ariel_University,1c:b9:c4:16:05:38,11,-86,Ariel_University,1c:b9:c4:16:05:3c,44,-84,Ariel_University,1c:b9:c4:15:44:58,11,-84,,1c:b9:c4:94:62:47,36,-81,HP-Print-30-Officejet 7610,d0:bf:9c:db:31:30,1,-77,Ariel_University,1c:b9:c4:14:62:4c,36,-73,Ariel_University,1c:b9:c4:14:62:48,11,-71,TP-LINK_ADD150,74:ea:3a:ad:d1:50,1,-71,ShapeDo,f8:e9:03:12:ef:3b,1,-65,
2017-10-31 13:30:05,model=LG-H850,32.10613601,35.10441133,35.10441133,2,Partner,42501_7213_5429762,0,-113,drabkin,c4:12:f5:f4:de:7c,10,-79,
2017-11-01 17:03:45,model=ONEPLUS A3010,32.10506003,35.20664786,35.20664786,9,Ariel_University,f0:b0:52:3e:c8:ec,52,-78,,f0:b0:52:be:c8:e7,52,-74,Ariel_University,f0:b0:52:3e:d1:3c,44,-68,Ariel_University,f0:b0:52:3e:d1:ec,40,-68,Ariel_University,f0:b0:52:3e:cc:18,11,-64,Ariel_University,f0:b0:52:3e:ca:dc,36,-63,Ariel_University,f0:b0:52:3e:d1:38,6,-61,Ariel_University,f0:b0:52:3e:cc:1c,36,-61,Ariel_University,f0:b0:52:3e:c8:dc,44,-47,
2017-10-31 13:30:01,model=LG-H850,32.10631156,35.10429631,35.10429631,3,galina2005,48:ee:0c:3e:e1:c7,3,-85,Bezeq Free,62:ee:0c:3e:e1:c4,3,-83,mirk,d0:0f:6d:f1:1a:c7,5,-82,
2017-11-01 14:39:05,model=ONEPLUS A3010,32.10341646,35.20837504,35.20837504,2,Ariel_University,ec:8c:a2:08:94:1c,40,-80,Ariel_University,ec:8c:a2:08:78:3c,56,-57,
2017-11-01 16:34:07,model=ONEPLUS A3010,32.10432213,35.20458932,35.20458932,1,Ariel_University,24:c9:a1:33:3c:68,1,-81,
2017-11-01 16:57:09,model=ONEPLUS A3010,32.10456062,35.2046316,35.2046316,2,Friends_5,6c:b0:ce:36:be:03,60,-88,Ariel_University,8c:0c:90:2f:ca:18,1,-77,
2017-11-01 14:38:38,model=ONEPLUS A3010,32.10346646,35.20799775,35.20799775,4,Ariel_University,ec:8c:a2:09:03:3c,44,-89,Ariel_University,ec:8c:a2:09:03:38,1,-87,Ariel_University,ec:8c:a2:09:0c:c8,1,-78,,ec:8c:a2:88:7a:17,48,-75,
2017-11-01 14:38:39,model=ONEPLUS A3010,32.10346783,35.2080131,35.2080131,1,Rami Levy,42503_6701_4464091,0,-83,
2017-10-31 13:28:52,model=LG-H850,32.10789705,35.10592865,35.10592865,9,Partner,42501_7213_5455362,0,-113,lior,d8:fe:e3:03:59:99,6,-86,haim,e4:6f:13:72:65:18,1,-85,shay1,10:be:f5:35:3d:3a,6,-84,esti,00:90:8f:63:68:8c,10,-83,TP-LINK_E695F0,b0:48:7a:e6:95:f0,4,-83,TP-LINK_Extender_F125C5,14:cc:20:f1:25:c5,1,-81,elad,6c:b0:ce:2e:89:c9,11,-81,Bar-ozhot,00:78:9e:ff:95:6e,11,-79,
2017-10-31 13:29:26,model=LG-H850,32.10764534,35.10502751,35.10502751,2,26604934,14:ae:db:58:4e:4d,11,-78,TP-LINK_E695F0,b0:48:7a:e6:95:f0,4,-67,
2017-10-31 13:28:56,model=LG-H850,32.10796579,35.10590613,35.10590613,1,HOTBOX-802E_2GExt,d0:0e:d9:21:c2:a8,1,-86,
2017-10-31 13:29:28,model=LG-H850,32.10783205,35.10502002,35.10502002,1,TP-LINK_E695F0,b0:48:7a:e6:95:f0,4,-62,
2017-10-31 13:28:54,model=LG-H850,32.10793115,35.10593014,35.10593014,1,esti,00:90:8f:63:68:8c,10,-75,
2017-10-31 13:29:22,model=LG-H850,32.10769081,35.10549985,35.10549985,1,biton10,e8:94:f6:ee:d4:e4,11,-82,
2017-10-31 13:29:24,model=LG-H850,32.10765976,35.10531637,35.10531637,3,HP-Print-22-Officejet 6700,a0:d3:c1:87:e9:22,6,-86,korait,14:ae:db:54:59:ed,6,-79,korait,30:b5:c2:f4:21:31,6,-65,
2017-11-01 16:23:09,model=ONEPLUS A3010,32.10415625,35.20925297,35.20925297,2,GIFTWIZARD,90:8d:78:53:fe:d8,10,-92,Ariel_University,1c:b9:c4:15:23:58,1,-85,
2017-10-31 13:30:19,model=LG-H850,32.10542347,35.10485775,35.10485775,1,Amirgaby1,50:c7:bf:e5:20:4d,3,-85,
2017-10-31 13:30:17,model=LG-H850,32.10553687,35.1047929,35.1047929,3,,_22811_5371435,0,-89,Yair1,00:23:cd:15:95:90,1,-82,Yair,7c:b7:33:2b:d0:45,1,-76,
2017-11-01 16:33:54,model=ONEPLUS A3010,32.10432385,35.20458804,35.20458804,1,,8c:0c:90:ae:f0:d3,1,-84,
2017-10-31 13:30:15,model=LG-H850,32.10564104,35.10471842,35.10471842,2,amram,18:a6:f7:b0:1c:ba,6,-85,Glik2,b0:b2:8f:1e:7f:6a,11,-83,
2017-11-01 16:23:01,model=ONEPLUS A3010,32.10422471,35.20935036,35.20935036,4,Ariel_University,1c:b9:c4:16:cc:dc,36,-89,Ariel_University,1c:b9:c4:16:28:e8,1,-84,Ariel_University,1c:b9:c4:16:cc:d8,1,-82,Ariel_University,ec:8c:a2:26:d3:68,11,-63,
2017-11-01 16:22:35,model=ONEPLUS A3010,32.10446621,35.20962991,35.20962991,1,Neuropplied,c4:12:f5:85:27:b8,11,-93,
2017-10-31 13:30:13,model=LG-H850,32.10572759,35.10464464,35.10464464,3,Partner,42501_7213_5429762,0,-87,Other,c0:a0:bb:cb:36:3c,1,-79,BEZEQINT-9369,14:ae:db:55:93:6d,6,-77,
2017-11-01 16:56:33,model=ONEPLUS A3010,32.10434355,35.20455918,35.20455918,1,,8c:0c:90:ae:f0:d3,1,-70,
2017-11-01 16:23:03,model=ONEPLUS A3010,32.10421618,35.20931921,35.20931921,6,Ariel_University,1c:b9:c4:15:fd:4c,36,-92,Ariel_University,1c:b9:c4:15:23:5c,36,-92,DIRECT-64-HP DeskJet 3630 series,30:e1:71:0d:e0:65,6,-86,Ariel_University,1c:b9:c4:16:cc:dc,36,-83,,1c:b9:c4:96:cc:d7,36,-83,Ariel_University,ec:8c:a2:26:d3:68,11,-55,
2017-10-31 13:30:11,model=LG-H850,32.10583463,35.10456393,35.10456393,2,BEZEQINT-9369,14:ae:db:55:93:6d,6,-86,BEZEQINT-2A59,14:ae:db:a3:2a:5d,1,-78,
2017-11-01 17:03:55,model=ONEPLUS A3010,32.10495816,35.2066005,35.2066005,7,,f0:b0:52:be:d4:57,44,-81,Ariel_University,f0:b0:52:3e:d8:ec,36,-80,Ariel_University,f0:b0:52:3e:c8:58,6,-71,Ariel_University,f0:b0:52:3e:c7:b8,1,-71,,f0:b0:52:be:ca:d7,36,-70,Ariel_University,f0:b0:52:3e:cc:1c,36,-52,,f0:b0:52:be:cc:17,36,-51,
2017-11-01 16:23:05,model=ONEPLUS A3010,32.10419548,35.20929537,35.20929537,1,Rami Levy,42503_6701_4464107,0,-75,
2017-11-01 14:39:08,model=ONEPLUS A3010,32.1034173,35.20843745,35.20843745,1,Rami Levy,42503_6701_4464097,0,-95,
2017-11-01 17:04:17,model=ONEPLUS A3010,32.10495959,35.20660347,35.20660347,2,Ariel_University,f0:b0:52:3e:d9:bc,36,-74,Ariel_University,f0:b0:52:3e:d3:7c,36,-65,
2017-10-31 13:29:30,model=LG-H850,32.10750765,35.10490457,35.10490457,4,Partner,42501_7213_5455362,0,-113,DIAMANT,48:ee:0c:3f:ac:6b,11,-87,shay1,10:be:f5:35:3d:3a,6,-85,elad,6c:b0:ce:2e:89:c9,11,-82,
2017-11-01 14:39:18,model=ONEPLUS A3010,32.10341216,35.20856155,35.20856155,4,TamiRacheli,78:11:dc:1a:cf:d0,8,-86,Ariel_University,ec:8c:a2:08:78:38,1,-85,Ariel_University,1c:b9:c4:16:d2:88,11,-85,Ariel_University,ec:8c:a2:08:94:18,1,-84,
2017-11-01 16:22:42,model=ONEPLUS A3010,32.1043861,35.20954069,35.20954069,4,Ariel_University,1c:b9:c4:16:28:ec,52,-86,Ariel_University,24:79:2a:2c:5b:d8,1,-85,Ariel_University,ec:8c:a2:26:d3:68,11,-78,Ariel_University,8c:0c:90:2f:cb:e8,1,-76,
2017-11-01 14:38:45,model=ONEPLUS A3010,32.10347197,35.20808082,35.20808082,3,Ariel_University,ec:8c:a2:08:78:3c,56,-83,,ec:8c:a2:88:78:37,56,-82,,00:27:22:f3:bb:3a,6,-76,
2017-10-31 13:29:37,model=LG-H850,32.10721314,35.10469071,35.10469071,1,debi,14:ae:db:30:6f:82,9,-75,
2017-10-31 13:29:38,model=LG-H850,32.10728848,35.10460258,35.10460258,1,Partner,42501_10072_479968,0,-113,
2017-11-01 16:10:23,model=ONEPLUS A3010,32.10420096,35.21071038,35.21071038,1,Ariel_University,1c:b9:c4:15:44:88,6,-54,
2017-11-01 14:24:05,model=ONEPLUS A3010,32.10432473,35.2045929,35.2045929,1,island-365C30,24:c9:a1:76:5c:33,12,-85,
2017-10-31 13:29:33,model=LG-H850,32.10736557,35.10487962,35.10487962,1,BenodizL,14:ae:db:cd:5f:aa,2,-80,
2017-10-31 13:29:35,model=LG-H850,32.10707057,35.10460658,35.10460658,10,BezeqFree,06:ae:db:3a:6d:0d,9,-85,Diamant_2EX,80:1f:02:e9:06:6e,10,-85,noyman2,c4:a8:1d:14:54:2e,1,-83,noyman,c4:e9:84:50:b1:d3,2,-83,Bar-ozhot,00:78:9e:ff:95:6e,11,-82,DIAMANT,48:ee:0c:3f:ac:6b,11,-82,haim,e4:6f:13:72:65:18,1,-81,BEZEQINT-EC61,14:ae:db:cf:ec:65,11,-80,debi,14:ae:db:30:6f:82,9,-80,Diamant1,44:33:4c:fc:7f:6f,1,-79,
2017-11-01 14:24:03,model=ONEPLUS A3010,32.10432911,35.20458677,35.20458677,3,Ariel_University,24:c9:a1:33:3d:08,6,-90,Rami Levy,42503_6701_4464097,0,-77,Ariel_University,8c:0c:90:30:05:58,11,-71,
2017-11-01 16:32:53,model=ONEPLUS A3010,32.10436202,35.20455363,35.20455363,1,Ariel_University,24:c9:a1:36:55:f8,11,-48,
2017-11-01 16:22:04,model=ONEPLUS A3010,32.10464329,35.21011288,35.21011288,7,DIRECT-6E-HP DeskJet 3630 series,a0:8c:fd:8c:79:6f,6,-94,HP-Print-30-Officejet 7610,d0:bf:9c:db:31:30,1,-88,yosh,00:11:6b:11:7d:c7,13,-85,DIRECT-B1-HP DeskJet 3830 series,70:5a:0f:57:04:17,1,-79,256_853572_5G,c4:12:f5:85:35:77,60,-75,iAgree,f8:d1:11:77:75:4e,7,-75,incentive2,c4:12:f5:85:35:78,11,-65,
2017-11-01 17:04:33,model=ONEPLUS A3010,32.1049485,35.20658829,35.20658829,1,Ariel_University,f0:b0:52:3e:c7:b8,1,-49,
2017-11-01 14:39:27,model=ONEPLUS A3010,32.10339932,35.20866939,35.20866939,1,Si_2.4G,c4:12:f5:85:12:7d,5,-89,
2017-11-01 17:03:59,model=ONEPLUS A3010,32.10495798,35.2066012,35.2066012,1,Rami Levy,42503_6701_4464096,0,-89,
2017-11-01 14:39:29,model=ONEPLUS A3010,32.10339772,35.20870846,35.20870846,2,Ariel_University,1c:b9:c4:16:d2:8c,44,-86,,00:25:86:cb:fd:f8,9,-84,
2017-11-01 15:40:16,model=ONEPLUS A3010,32.10377723,35.21178455,35.21178455,8,Redmi,38:a4:ed:6b:f4:37,1,-72,Ariel_University,1c:b9:c4:16:e8:fc,36,-69,,1c:b9:c4:96:e8:f7,36,-69,Ariel_University,1c:b9:c4:16:e8:f8,1,-65,Ariel_University,1c:b9:c4:15:41:7c,44,-63,Ariel_University,1c:b9:c4:15:44:8c,36,-60,Ariel_University,1c:b9:c4:15:44:88,6,-60,Ariel_University,1c:b9:c4:15:41:78,11,-51,
2017-11-01 17:04:29,model=ONEPLUS A3010,32.10495009,35.20659062,35.20659062,5,Rami Levy,42503_6701_4464096,0,-81,,f0:b0:52:be:d1:37,44,-76,Ariel_University,f0:b0:52:3e:c7:b8,1,-64,Ariel_University,f0:b0:52:3e:c7:bc,44,-55,,f0:b0:52:be:c7:b7,44,-51,
2017-10-31 13:29:06,model=LG-H850,32.10810885,35.10576403,35.10576403,10,Bezeq Free 035998,5a:fe:e3:03:59:9a,6,-87,HOTBOX-802E,00:78:9e:fa:b4:81,1,-84,korait,30:b5:c2:f4:21:31,6,-83,BEZEQINT-EC61,14:ae:db:cf:ec:65,11,-83,HOTBOX-802E_2GExt,d0:0e:d9:21:c2:a8,1,-81,haim,e4:6f:13:72:65:18,1,-80,BezeqFree,06:ae:db:3a:6d:0d,9,-78,bitton,14:ae:db:3a:6d:0d,9,-78,TP-LINK_E695F0,b0:48:7a:e6:95:f0,4,-78,haim,e4:6f:13:72:65:18,1,-75,
2017-11-01 14:38:53,model=ONEPLUS A3010,32.10343662,35.20820496,35.20820496,2,,ec:8c:a2:88:78:37,56,-75,Ariel_University,ec:8c:a2:08:78:3c,56,-74,
2017-11-01 14:40:08,model=ONEPLUS A3010,32.10363798,35.20912902,35.20912902,2,Ariel_University,1c:b9:c4:16:28:e8,1,-78,Ariel_University,1c:b9:c4:16:28:ec,52,-69,
2017-11-01 16:21:43,model=ONEPLUS A3010,32.10437952,35.21019837,35.21019837,6,ArtSim,fc:75:16:53:0e:93,6,-89,,e0:10:7f:5a:b3:78,1,-83,HP-Print-2c-LaserJet 400 color,9c:d2:1e:04:e6:2c,6,-81,yosh,00:11:6b:11:7e:0c,1,-80,Ariel_University,1c:b9:c4:15:34:bc,36,-65,Ariel_University,1c:b9:c4:15:34:b8,6,-58,
2017-11-01 17:04:41,model=ONEPLUS A3010,32.10494746,35.20658676,35.20658676,4,Ariel_University,f0:b0:52:3e:d4:5c,44,-71,Ariel_University,f0:b0:52:3e:c7:a8,11,-70,Ariel_University,f0:b0:52:3e:d8:ec,36,-66,Ariel_University,f0:b0:52:3e:d4:58,11,-59,
2017-11-01 16:22:13,model=ONEPLUS A3010,32.10467002,35.2099519,35.2099519,7,Ariel_University,1c:b9:c4:14:62:4c,36,-84,,1c:b9:c4:96:2d:e7,36,-83,TP-LINK_ADD150,74:ea:3a:ad:d1:50,1,-81,Ariel_University,1c:b9:c4:16:2d:ec,36,-79,ShapeDo,f8:e9:03:12:ef:3b,1,-77,Ariel_University,1c:b9:c4:14:62:48,11,-76,ShapeDo-5GHz,f8:e9:03:12:ef:3c,48,-75,
2017-11-01 16:21:48,model=ONEPLUS A3010,32.10443458,35.21021807,35.21021807,6,HP-Print-4b-LaserJet 400,08:ed:b9:3d:8f:4b,6,-97,ArtSim,fc:75:16:53:0e:93,6,-79,EVE,d8:fe:e3:03:4f:a9,1,-76,Ariel_University,1c:b9:c4:15:20:38,11,-74,DIRECT-25-HP DeskJet 3830 series,dc:4a:3e:cd:88:25,1,-74,HP-Print-2c-LaserJet 400 color,9c:d2:1e:04:e6:2c,6,-70,
2017-11-01 16:22:17,model=ONEPLUS A3010,32.10468511,35.2099209,35.2099209,1,Ariel_University,1c:b9:c4:16:05:78,6,-95,
2017-11-01 16:32:58,model=ONEPLUS A3010,32.10432408,35.20457981,35.20457981,4,Ariel_University,24:c9:a1:33:3c:68,1,-89,Ariel_University,8c:0c:90:2f:2b:d8,11,-89,Ariel_University,24:c9:a1:36:52:f8,1,-79,not_your_wifi,a0:ab:1b:63:40:be,2,-75,
2017-11-01 16:21:51,model=ONEPLUS A3010,32.10446409,35.21021951,35.21021951,4,Yotta Green_5G,90:8d:78:54:6b:4c,60,-90,Ariel_University,e0:10:7f:1a:b3:78,1,-88,CliClap,c8:be:19:09:6f:11,6,-85,Salomon,90:8d:78:54:6b:4d,1,-79,
